,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
2814,C,A,I,1,3,1,1,2,1,1,severe flares,0
2815,D,A,I,1,2,1,2,2,1,1,severe flares,0
2816,D,A,I,2,2,3,1,2,1,2,severe flares,0
2817,D,A,I,1,2,1,2,2,1,2,severe flares,0
2818,B,X,O,1,3,1,1,2,1,1,severe flares,0
2819,D,R,O,1,1,1,1,2,1,1,severe flares,0
2820,D,A,I,1,2,1,1,2,1,1,severe flares,0
2821,D,S,O,1,1,1,1,2,1,1,severe flares,0
2822,D,S,I,1,3,1,1,2,1,1,severe flares,0
2823,D,A,I,1,3,1,2,2,1,2,severe flares,0
2824,D,A,I,2,3,1,2,2,1,1,severe flares,0
2825,D,A,I,1,2,1,2,2,1,1,severe flares,0
2826,B,X,O,1,2,1,1,2,1,1,severe flares,0
2827,D,S,O,1,3,1,2,2,1,2,severe flares,0
2828,D,S,O,1,3,1,1,2,1,1,severe flares,0
2829,B,X,O,1,3,1,1,2,1,1,severe flares,0
2830,D,A,O,1,3,1,2,2,1,2,severe flares,0
2831,D,K,C,2,3,1,2,2,1,2,severe flares,0
2832,D,A,I,1,3,1,2,2,1,2,severe flares,0
2833,B,X,O,1,3,1,1,2,1,1,severe flares,0
2834,D,A,O,1,3,1,2,2,1,2,severe flares,0
2835,D,S,I,1,3,1,1,2,1,1,severe flares,0
2836,D,K,C,1,2,1,1,2,1,2,severe flares,0
2837,D,A,I,1,2,1,1,2,1,2,severe flares,0
2838,B,X,O,1,3,1,1,2,1,1,severe flares,0
2839,D,S,O,1,2,1,2,2,1,2,severe flares,0
2840,D,K,C,2,3,3,2,2,1,2,severe flares,20
2841,E,K,I,2,3,1,2,2,1,2,severe flares,0
2842,D,S,I,1,3,1,2,2,1,2,severe flares,0
2843,C,S,O,1,2,1,2,2,1,2,severe flares,0
2844,D,S,I,1,3,1,2,2,1,2,severe flares,0
2845,H,H,X,1,2,1,2,2,1,1,severe flares,0
2846,D,S,I,1,3,1,2,2,1,2,severe flares,0
2847,B,X,O,1,3,1,1,2,1,1,severe flares,0
2848,B,X,O,1,3,1,1,2,1,1,severe flares,0
2849,C,R,O,1,3,1,1,2,1,1,severe flares,0
2850,H,S,X,1,2,1,1,1,1,2,severe flares,0
2851,D,A,O,1,2,1,2,2,1,2,severe flares,0
2852,D,K,C,2,2,3,2,2,1,2,severe flares,0
2853,D,K,I,1,3,1,2,2,1,2,severe flares,20
2854,D,S,I,1,2,1,2,2,1,1,severe flares,0
2855,C,A,O,1,2,1,2,2,1,2,severe flares,0
2856,D,S,O,1,1,1,2,2,1,2,severe flares,0
2857,H,S,X,1,3,1,2,2,1,2,severe flares,0
2858,D,K,I,1,3,1,2,2,1,2,severe flares,0
2859,H,R,X,1,2,1,1,2,1,2,severe flares,0
2860,B,X,O,1,2,1,1,2,1,1,severe flares,0
2861,H,S,X,1,3,1,1,1,1,2,severe flares,0
2862,C,S,O,1,1,1,2,2,1,2,severe flares,0
2863,D,K,C,2,2,3,2,2,1,2,severe flares,0
2864,D,A,I,1,2,1,2,2,1,2,severe flares,0
2865,C,S,O,2,2,1,2,2,1,1,severe flares,0
2866,C,S,O,1,2,1,2,2,1,2,severe flares,0
2867,C,S,O,1,2,1,2,2,1,2,severe flares,0
2868,C,S,O,2,3,1,2,2,1,2,severe flares,0
2869,D,K,I,1,3,1,2,2,1,2,severe flares,0
2870,H,R,X,1,2,1,1,2,1,2,severe flares,0
2871,H,S,X,1,3,1,1,1,1,2,severe flares,0
2872,C,S,O,1,2,1,1,2,1,2,severe flares,0
2873,C,K,O,1,2,3,2,2,1,2,severe flares,0
2874,C,S,O,1,1,3,2,2,1,2,severe flares,0
2875,C,S,O,1,1,1,2,2,1,2,severe flares,0
2876,C,K,I,1,3,1,2,2,1,2,severe flares,0
2877,E,A,C,1,3,1,2,2,1,2,severe flares,0
2878,H,R,X,1,2,1,1,2,1,2,severe flares,0
2879,H,S,X,1,2,1,1,1,1,2,severe flares,0
2880,H,R,X,1,2,1,1,2,1,2,severe flares,0
2881,H,S,X,2,2,1,1,2,1,2,severe flares,0
2882,B,X,O,1,3,1,1,2,1,2,severe flares,0
2883,C,S,I,1,2,1,2,2,1,2,severe flares,0
2884,H,S,X,1,1,1,2,2,1,2,severe flares,20
2885,D,K,C,1,3,3,2,2,1,2,severe flares,0
2886,D,A,I,2,2,3,2,2,1,2,severe flares,0
2887,H,S,X,1,2,1,1,2,1,2,severe flares,0
2888,B,X,O,1,2,1,1,2,1,1,severe flares,0
2889,C,S,I,2,3,3,1,2,1,1,severe flares,0
2890,C,S,O,1,1,1,1,2,1,2,severe flares,0
2891,H,K,X,2,2,3,2,2,1,2,severe flares,0
2892,D,K,I,1,3,1,2,2,1,2,severe flares,0
2893,H,A,X,1,3,1,1,2,1,2,severe flares,0
2894,C,R,O,1,1,1,1,2,1,2,severe flares,0
2895,C,R,O,1,3,1,1,2,1,2,severe flares,0
2896,B,X,O,1,3,1,1,2,1,1,severe flares,0
2897,B,X,O,1,3,1,1,2,1,1,severe flares,0
2898,H,K,X,1,3,1,2,2,1,2,severe flares,0
2899,C,K,I,1,3,1,2,2,1,2,severe flares,0
2900,H,S,X,1,2,1,1,2,1,2,severe flares,0
2901,B,X,O,1,3,1,1,2,1,1,severe flares,0
2902,C,R,I,2,3,3,1,2,1,2,severe flares,0
2903,H,R,X,1,2,3,1,2,1,2,severe flares,0
2904,B,X,O,1,3,1,1,2,1,1,severe flares,0
2905,D,R,O,1,3,1,1,2,1,2,severe flares,0
2906,H,K,X,1,2,1,2,2,1,2,severe flares,0
2907,D,K,I,1,2,1,2,2,1,2,severe flares,0
2908,H,H,X,1,3,1,1,2,1,2,severe flares,0
2909,B,X,I,1,3,1,1,2,1,1,severe flares,0
2910,B,X,O,1,3,1,1,2,1,1,severe flares,0
2911,B,X,I,1,3,1,1,2,1,1,severe flares,0
2912,D,R,O,2,2,1,1,2,1,2,severe flares,0
2913,H,A,X,1,3,1,2,2,1,2,severe flares,0
2914,C,K,O,1,2,1,2,2,1,2,severe flares,0
2915,H,S,X,1,2,1,1,2,1,2,severe flares,0
2916,B,X,O,1,2,1,1,2,1,1,severe flares,0
2917,B,X,O,1,2,1,1,2,1,1,severe flares,0
2918,C,R,O,1,3,1,1,2,1,1,severe flares,0
2919,B,X,I,1,3,1,1,2,1,1,severe flares,0
2920,C,A,O,1,3,1,2,2,1,2,severe flares,0
2921,C,K,I,1,2,1,2,2,1,2,severe flares,0
2922,H,S,X,1,2,1,1,2,1,2,severe flares,0
2923,D,S,I,1,3,1,1,2,1,1,severe flares,0
2924,B,X,O,1,2,1,1,2,1,1,severe flares,0
2925,B,X,O,2,2,1,1,2,1,1,severe flares,0
2926,H,S,X,1,2,1,1,1,1,2,severe flares,0
2927,H,A,X,1,3,1,1,2,1,2,severe flares,0
2928,C,K,I,1,3,1,2,2,1,2,severe flares,0
2929,B,X,O,1,3,1,1,2,1,2,severe flares,0
2930,H,S,X,1,3,1,1,1,1,2,severe flares,0
2931,C,S,O,1,3,1,1,2,1,2,severe flares,0
2932,C,A,I,1,3,1,1,2,1,2,severe flares,0
2933,H,S,X,1,3,1,1,1,1,2,severe flares,0
2934,D,S,O,1,3,1,1,2,1,2,severe flares,0
2935,C,S,O,1,2,3,2,2,1,2,severe flares,0
2936,B,X,O,1,2,1,1,2,1,1,severe flares,0
2937,H,S,X,1,2,1,1,1,1,2,severe flares,0
2938,C,S,O,1,3,1,1,2,1,2,severe flares,0
2939,C,S,O,1,3,1,1,2,1,2,severe flares,0
2940,H,A,X,1,3,1,1,1,1,2,severe flares,0
2941,B,X,O,2,1,1,1,2,1,1,severe flares,0
2942,H,R,X,1,2,1,1,1,1,2,severe flares,0
2943,C,S,O,2,2,1,2,2,1,2,severe flares,0
2944,H,S,X,1,3,1,1,1,1,2,severe flares,0
2945,H,S,X,2,2,3,1,2,1,2,severe flares,0
2946,C,S,O,1,2,1,1,2,1,2,severe flares,0
2947,C,A,I,1,3,1,1,2,1,2,severe flares,0
2948,E,S,I,1,3,1,1,2,1,2,severe flares,0
2949,B,X,O,1,2,1,1,2,1,1,severe flares,0
2950,D,S,O,1,2,1,1,2,1,2,severe flares,0
2951,C,S,O,1,1,1,2,2,1,2,severe flares,0
2952,C,S,O,1,2,1,1,2,1,2,severe flares,0
2953,H,S,X,1,1,1,1,2,1,2,severe flares,0
2954,C,S,O,1,2,1,1,2,1,2,severe flares,0
2955,C,S,I,2,2,1,1,2,1,2,severe flares,0
2956,D,S,O,1,2,1,2,2,1,2,severe flares,0
2957,D,S,O,1,3,1,1,2,1,2,severe flares,0
2958,B,X,O,1,3,1,1,2,1,2,severe flares,0
2959,C,A,O,1,3,1,1,2,1,2,severe flares,0
2960,C,S,O,1,3,1,1,2,1,2,severe flares,0
2961,C,R,I,1,3,1,1,2,1,2,severe flares,0
2962,B,X,O,1,2,3,2,2,1,2,severe flares,0
2963,B,X,I,2,3,1,1,2,1,2,severe flares,0
2964,D,H,O,1,2,1,1,2,1,2,severe flares,0
2965,H,S,X,1,1,1,1,2,1,2,severe flares,0
2966,H,R,X,1,2,1,1,2,1,2,severe flares,0
2967,H,A,X,1,2,1,1,2,1,2,severe flares,0
2968,C,R,I,1,2,1,1,2,1,2,severe flares,0
2969,C,R,O,2,1,1,1,2,1,2,severe flares,0
2970,D,K,O,1,3,1,1,2,1,2,severe flares,0
2971,D,R,O,1,2,1,1,2,1,2,severe flares,0
2972,H,S,X,1,2,1,1,2,1,2,severe flares,0
2973,B,X,O,1,2,1,1,2,1,1,severe flares,0
2974,B,X,I,1,3,1,1,2,1,2,severe flares,0
2975,B,X,O,1,3,1,1,2,1,1,severe flares,0
2976,C,S,O,1,3,1,1,2,1,2,severe flares,0
2977,D,A,I,1,3,1,1,2,1,2,severe flares,0
2978,B,X,O,1,3,1,1,2,1,2,severe flares,0
2979,B,X,O,1,2,1,1,2,1,2,severe flares,0
2980,B,X,I,1,3,1,1,2,1,1,severe flares,0
2981,B,X,I,1,3,1,1,2,1,1,severe flares,0
2982,D,A,I,1,3,1,1,2,1,2,severe flares,0
2983,C,H,I,2,3,1,1,2,1,2,severe flares,0
2984,D,K,O,1,3,1,2,2,1,2,severe flares,0
2985,B,X,O,1,3,1,1,2,1,2,severe flares,0
2986,C,K,I,1,3,1,1,2,1,1,severe flares,0
2987,C,A,O,1,2,1,1,2,1,2,severe flares,0
2988,D,A,I,1,2,1,1,2,1,2,severe flares,0
2989,B,X,O,1,3,1,1,2,1,2,severe flares,0
2990,B,X,I,1,3,1,1,2,1,2,severe flares,0
2991,B,X,O,1,3,1,1,2,1,2,severe flares,0
2992,B,X,I,1,2,1,2,2,1,2,severe flares,0
2993,B,X,I,1,3,1,1,2,1,1,severe flares,0
2994,C,A,I,1,3,1,2,2,1,2,severe flares,0
2995,C,H,I,2,2,3,1,2,1,2,severe flares,0
2996,F,K,I,1,2,1,2,2,1,2,severe flares,0
2997,C,R,O,1,2,3,1,2,1,2,severe flares,0
2998,E,A,O,1,2,1,1,2,1,2,severe flares,0
2999,C,S,O,1,1,1,1,2,1,2,severe flares,0
3000,D,A,I,1,3,1,2,2,1,2,severe flares,0
3001,B,X,O,2,3,1,1,2,1,2,severe flares,0
3002,C,R,O,1,3,1,1,2,1,2,severe flares,0
3003,D,S,I,1,2,1,2,2,1,2,severe flares,0
3004,H,A,X,1,3,1,1,1,1,2,severe flares,0
3005,B,X,O,1,2,1,1,2,1,1,severe flares,0
3006,C,A,O,1,3,1,2,2,1,2,severe flares,0
3007,D,H,I,1,3,1,1,2,1,2,severe flares,0
3008,F,A,I,2,3,1,2,2,1,2,severe flares,0
3009,E,K,O,1,3,1,1,2,1,2,severe flares,0
3010,H,S,X,1,3,1,1,2,1,2,severe flares,0
3011,D,K,C,1,3,1,2,2,1,2,severe flares,0
3012,B,X,O,1,3,1,1,2,1,1,severe flares,0
3013,B,X,O,2,2,3,1,2,1,1,severe flares,0
3014,D,A,I,1,3,1,1,2,1,2,severe flares,0
3015,C,A,I,1,3,1,2,2,1,2,severe flares,0
3016,H,R,X,1,2,1,1,1,1,2,severe flares,0
3017,C,R,O,1,1,1,2,2,1,1,severe flares,0
3018,D,H,I,2,3,3,2,2,1,2,severe flares,0
3019,E,K,I,2,2,3,2,2,1,2,severe flares,0
3020,E,K,I,1,3,1,1,2,1,2,severe flares,0
3021,C,S,O,1,2,1,1,2,1,2,severe flares,0
3022,D,K,C,1,3,1,2,2,1,2,severe flares,0
3023,B,X,O,1,3,1,1,2,1,1,severe flares,0
3024,B,X,O,2,2,3,1,2,1,1,severe flares,0
3025,D,S,O,1,3,1,2,2,1,2,severe flares,0
3026,H,R,X,1,3,1,1,2,1,2,severe flares,0
3027,H,A,X,1,3,1,2,2,1,2,severe flares,0
3028,H,R,X,1,2,1,1,1,1,2,severe flares,0
3029,H,S,X,1,3,1,1,2,1,2,severe flares,0
3030,C,R,I,1,3,1,1,2,1,2,severe flares,0
3031,C,H,I,1,2,1,2,2,1,2,severe flares,0
3032,F,A,I,1,3,1,2,2,1,2,severe flares,0
3033,E,K,I,2,3,1,2,2,1,2,severe flares,0
3034,H,S,X,1,2,1,1,2,1,2,severe flares,0
3035,D,K,C,1,3,1,2,2,1,2,severe flares,20
3036,D,S,I,1,3,1,2,2,1,2,severe flares,0
3037,H,A,X,1,3,1,2,2,1,2,severe flares,20
3038,H,R,X,1,2,1,1,1,1,1,severe flares,0
3039,H,S,X,1,2,1,1,2,1,2,severe flares,0
3040,B,X,O,1,3,1,1,2,1,2,severe flares,0
3041,C,H,O,1,2,1,2,2,1,2,severe flares,0
3042,F,A,I,2,3,3,2,2,1,2,severe flares,0
3043,E,K,C,1,3,1,2,2,1,2,severe flares,0
3044,C,S,O,1,3,1,1,2,1,2,severe flares,0
3045,D,K,C,2,3,1,2,2,2,2,severe flares,0
3046,C,S,O,1,2,1,2,2,1,2,severe flares,0
3047,C,R,O,1,2,1,2,2,1,1,severe flares,0
3048,B,X,O,1,3,1,1,2,1,1,severe flares,0
3049,H,R,X,1,3,1,1,2,1,2,severe flares,0
3050,E,A,I,1,3,1,1,2,1,2,severe flares,0
3051,B,X,O,1,2,1,1,2,1,1,severe flares,0
3052,H,S,X,2,3,1,2,2,1,2,severe flares,0
3053,E,A,I,2,2,3,2,2,1,2,severe flares,0
3054,E,K,I,1,2,1,2,2,1,2,severe flares,0
3055,H,S,X,1,3,1,1,2,1,2,severe flares,0
3056,D,K,C,2,3,3,2,2,2,2,severe flares,0
3057,C,S,I,1,2,1,2,2,1,1,severe flares,0
3058,B,X,O,1,3,1,1,2,1,1,severe flares,0
3059,E,A,I,1,3,1,2,2,1,2,severe flares,0
3060,B,X,O,1,3,1,1,2,1,1,severe flares,0
3061,H,K,X,1,2,1,2,2,1,2,severe flares,0
3062,F,K,I,1,3,3,2,2,2,2,severe flares,0
3063,E,A,I,2,2,3,2,2,1,2,severe flares,0
3064,H,H,X,1,3,1,1,2,1,2,severe flares,0
3065,D,K,C,2,2,1,2,2,2,2,severe flares,0
3066,C,A,O,1,3,1,2,2,1,2,severe flares,0
3067,E,K,I,1,3,1,1,2,1,2,severe flares,0
3068,H,S,X,1,2,1,2,2,1,2,severe flares,0
3069,F,S,O,1,2,1,2,2,1,2,severe flares,0
3070,E,A,I,2,2,1,2,2,1,2,severe flares,0
3071,H,S,X,1,2,1,1,2,1,2,severe flares,0
3072,D,K,C,2,2,3,2,2,2,2,severe flares,0
3073,H,S,X,1,1,1,2,2,1,2,severe flares,0
3074,E,S,I,1,3,1,1,2,1,2,severe flares,0
3075,H,S,X,1,2,1,2,2,1,2,severe flares,0
3076,F,S,O,1,2,1,2,2,1,2,severe flares,0
3077,E,S,O,2,2,3,2,2,1,2,severe flares,0
3078,H,S,X,1,2,1,1,2,1,2,severe flares,0
3079,D,K,C,2,2,1,2,2,2,2,severe flares,0
3080,H,S,X,1,2,1,2,2,1,2,severe flares,0
3081,C,S,O,1,2,1,2,2,1,2,severe flares,0
3082,B,X,O,1,3,1,1,2,1,1,severe flares,0
3083,B,X,O,1,3,1,1,2,1,1,severe flares,0
3084,H,S,X,1,3,1,1,1,1,2,severe flares,0
3085,H,S,X,1,2,1,2,2,1,2,severe flares,0
3086,E,A,O,2,3,1,2,2,1,2,severe flares,0
3087,H,S,X,1,3,1,1,2,1,2,severe flares,0
3088,D,K,C,2,2,3,2,2,2,2,severe flares,20
3089,H,S,X,1,3,1,2,2,1,2,severe flares,0
3090,C,A,O,1,2,1,2,2,1,2,severe flares,0
3091,D,A,O,1,3,1,1,2,1,2,severe flares,0
3092,D,S,O,1,3,1,1,2,1,2,severe flares,0
3093,C,S,O,1,1,3,2,2,1,2,severe flares,0
3094,H,S,X,1,2,1,1,2,1,2,severe flares,0
3095,D,K,C,2,3,3,2,2,2,2,severe flares,0
3096,C,R,O,1,2,1,2,2,1,2,severe flares,0
3097,D,R,O,1,3,1,1,2,1,2,severe flares,0
3098,E,A,O,1,3,1,1,2,1,2,severe flares,0
3099,C,R,O,1,3,1,1,2,1,1,severe flares,0
3100,E,K,C,1,3,1,1,2,2,2,severe flares,0
3101,H,A,X,1,3,1,1,1,1,1,severe flares,0
3102,D,R,O,1,3,1,1,2,1,1,severe flares,0
3103,C,S,O,1,3,1,1,2,1,1,severe flares,0
3104,H,R,X,1,2,1,1,1,1,1,severe flares,0
3105,H,S,X,1,1,1,1,2,1,1,severe flares,0
3106,C,A,O,1,2,1,1,2,1,1,severe flares,0
3107,B,X,O,1,3,1,1,2,1,1,severe flares,0
3108,C,A,O,1,3,1,1,2,1,1,severe flares,0
3109,C,A,O,1,2,1,1,2,1,1,severe flares,0
3110,B,X,O,1,3,1,1,2,1,1,severe flares,0
3111,C,A,O,1,2,1,1,2,1,1,severe flares,0
3112,B,X,O,1,3,1,1,2,1,1,severe flares,0
3113,B,X,I,1,2,1,1,2,1,1,severe flares,0
3114,C,S,O,2,2,1,1,2,1,1,severe flares,0
3115,B,X,O,1,3,1,1,2,1,1,severe flares,0
3116,B,X,O,1,2,1,1,2,1,1,severe flares,0
3117,D,R,I,1,3,1,1,2,1,1,severe flares,0
3118,H,S,X,1,3,1,1,2,1,1,severe flares,0
3119,B,X,O,1,2,1,1,2,1,1,severe flares,0
3120,B,X,O,1,2,1,2,2,1,1,severe flares,0
3121,H,S,X,1,2,1,1,2,1,1,severe flares,0
3122,B,X,O,1,3,1,1,2,1,1,severe flares,0
3123,B,X,O,2,2,1,2,2,1,1,severe flares,0
3124,C,R,O,1,3,1,1,2,1,1,severe flares,0
3125,B,X,O,1,2,1,2,2,1,1,severe flares,0
3126,B,X,O,1,3,1,1,2,1,1,severe flares,0
3127,D,A,I,2,3,1,1,2,1,1,severe flares,0
3128,B,X,O,1,3,1,1,2,1,1,severe flares,0
3129,D,R,O,1,3,1,1,2,1,1,severe flares,0
3130,B,X,O,1,3,1,1,2,1,1,severe flares,0
3131,B,X,O,1,1,1,2,2,1,1,severe flares,0
3132,B,X,O,1,1,1,1,2,1,1,severe flares,0
3133,C,R,I,2,1,1,2,2,1,1,severe flares,0
3134,B,X,O,1,3,1,1,2,1,1,severe flares,0
3135,D,R,I,1,3,1,2,2,1,1,severe flares,0
3136,B,X,O,1,2,1,1,2,1,1,severe flares,0
3137,C,R,O,1,3,1,1,2,1,1,severe flares,0
3138,E,A,C,1,3,1,1,2,1,1,severe flares,0
3139,H,A,X,1,2,1,1,1,1,1,severe flares,0
3140,B,X,O,1,2,1,2,2,1,1,severe flares,0
3141,B,X,O,1,3,1,1,2,1,1,severe flares,0
3142,B,X,O,1,2,1,1,2,1,1,severe flares,0
3143,D,K,I,2,3,1,2,2,1,1,severe flares,0
3144,E,A,I,2,2,1,1,2,1,1,severe flares,0
3145,D,A,I,1,3,1,2,2,1,1,severe flares,0
3146,B,X,O,1,3,1,1,2,1,1,severe flares,0
3147,H,R,X,1,2,1,1,2,1,1,severe flares,0
3148,C,R,O,1,2,1,1,2,1,1,severe flares,0
3149,D,A,O,2,3,3,2,2,1,1,severe flares,0
3150,E,S,O,2,3,1,2,2,1,1,severe flares,0
3151,C,R,O,1,3,1,1,2,1,1,severe flares,0
3152,E,S,I,2,3,1,2,2,1,1,severe flares,0
3153,C,R,O,1,3,1,1,2,1,1,severe flares,0
3154,D,A,I,2,3,1,2,2,1,1,severe flares,0
3155,E,A,I,2,3,1,2,2,1,1,severe flares,0
3156,H,S,X,1,3,1,1,1,1,1,severe flares,0
3157,D,A,O,1,3,1,1,2,1,1,severe flares,0
3158,D,R,O,1,3,1,1,2,1,1,severe flares,0
3159,D,S,O,1,3,1,2,2,1,1,severe flares,0
3160,B,X,O,1,2,1,1,2,1,1,severe flares,0
3161,D,A,I,2,2,1,2,2,1,1,severe flares,0
3162,E,A,I,2,3,3,2,2,1,1,severe flares,0
3163,H,S,X,1,1,1,1,1,1,1,severe flares,0
3164,D,S,I,2,3,1,1,2,1,1,severe flares,0
3165,D,S,O,2,3,2,1,2,1,1,severe flares,0
3166,D,R,O,1,3,1,1,2,1,1,severe flares,0
3167,D,S,O,1,3,1,2,2,1,1,severe flares,0
3168,D,S,O,1,3,1,1,2,1,1,severe flares,0
3169,D,S,O,1,2,1,2,2,1,1,severe flares,0
3170,E,K,C,2,3,3,2,2,2,1,severe flares,0
3171,H,R,X,1,3,1,1,1,1,1,severe flares,0
3172,D,A,O,1,2,1,2,2,1,1,severe flares,0
3173,C,S,I,1,3,1,1,2,1,1,severe flares,0
3174,C,S,O,1,2,1,1,2,1,1,severe flares,0
3175,B,X,O,1,3,1,1,2,1,1,severe flares,0
3176,B,X,O,1,3,1,1,2,1,1,severe flares,0
3177,D,S,O,1,2,1,2,2,1,1,severe flares,0
3178,D,A,I,1,3,1,1,2,1,1,severe flares,0
3179,D,S,O,1,2,1,2,2,1,1,severe flares,0
3180,F,K,C,2,3,1,2,2,2,1,severe flares,0
3181,D,A,I,1,3,1,2,2,1,1,severe flares,0
3182,C,R,O,1,2,1,1,2,1,1,severe flares,0
3183,C,R,O,1,3,1,1,2,1,1,severe flares,0
3184,B,X,O,1,3,1,1,2,1,1,severe flares,0
3185,D,S,O,1,2,1,2,2,1,1,severe flares,0
3186,H,A,X,1,2,1,2,2,1,1,severe flares,0
3187,D,A,O,1,3,1,2,2,1,1,severe flares,0
3188,F,K,C,2,2,1,2,2,1,1,severe flares,0
3189,D,S,I,2,2,1,2,2,1,1,severe flares,0
3190,B,X,O,1,2,1,1,2,1,1,severe flares,0
3191,C,R,O,1,3,1,1,2,1,1,severe flares,0
3192,B,X,O,1,3,1,1,2,1,1,severe flares,0
3193,B,X,O,1,3,1,1,2,1,1,severe flares,0
3194,D,S,O,1,2,1,1,2,1,1,severe flares,0
3195,H,R,X,1,2,1,2,2,1,1,severe flares,0
3196,H,A,X,1,2,1,2,2,1,1,severe flares,0
3197,C,S,O,1,2,1,2,2,1,1,severe flares,0
3198,F,A,I,1,2,1,2,2,2,1,severe flares,0
3199,D,S,O,1,2,1,2,2,1,1,severe flares,0
3200,C,R,O,1,2,1,1,2,1,1,severe flares,0
3201,D,A,C,2,3,1,1,2,1,1,severe flares,0
3202,B,X,O,1,1,1,1,2,1,1,severe flares,0
3203,E,A,I,2,3,1,1,2,1,1,severe flares,0
3204,H,A,X,1,2,1,2,2,1,1,severe flares,0
3205,C,S,O,1,3,1,2,2,1,1,severe flares,0
3206,F,A,C,2,3,1,2,2,2,1,severe flares,0
3207,D,S,O,1,2,1,2,2,1,1,severe flares,0
3208,D,A,I,2,3,1,2,2,1,1,severe flares,0
3209,B,X,O,1,3,1,1,2,1,1,severe flares,0
3210,E,A,I,2,3,1,2,2,1,1,severe flares,0
3211,D,S,O,2,3,1,2,2,1,1,severe flares,0
3212,F,A,I,2,2,1,2,2,1,1,severe flares,0
3213,H,S,X,1,1,1,2,2,1,1,severe flares,0
3214,D,A,I,2,2,1,2,2,1,1,severe flares,0
3215,B,X,O,1,2,1,1,2,1,1,severe flares,0
3216,E,S,I,2,2,1,2,2,1,1,severe flares,0
3217,H,S,X,1,2,1,1,1,1,1,severe flares,0
3218,F,A,C,2,2,1,2,2,1,1,severe flares,0
3219,H,S,X,1,2,1,2,2,1,1,severe flares,0
3220,E,A,O,1,2,1,2,2,1,1,severe flares,0
3221,E,A,I,1,2,1,2,2,1,1,severe flares,0
3222,B,X,O,1,3,1,1,2,1,1,severe flares,0
3223,C,S,O,1,3,1,1,2,1,1,severe flares,0
3224,H,S,X,1,2,1,2,2,1,1,severe flares,0
3225,F,A,I,2,2,1,2,2,1,1,severe flares,0
3226,E,A,O,1,2,1,2,2,1,1,severe flares,0
3227,E,S,I,1,2,1,2,2,1,1,severe flares,0
3228,E,A,O,1,3,1,1,2,1,1,severe flares,0
3229,H,S,X,1,2,1,1,1,1,1,severe flares,0
3230,E,S,O,1,1,1,2,2,1,1,severe flares,0
3231,E,S,I,2,3,1,2,2,1,1,severe flares,0
3232,C,S,O,2,2,1,1,2,1,1,severe flares,0
3233,E,S,O,1,2,1,1,2,1,1,severe flares,0
3234,E,A,I,1,2,1,2,2,1,1,severe flares,0
3235,H,S,X,1,2,1,1,2,1,1,severe flares,0
3236,E,A,O,1,3,1,1,2,1,1,severe flares,0
3237,H,H,X,1,2,1,1,1,1,1,severe flares,0
3238,B,X,O,1,3,1,1,2,1,1,severe flares,0
3239,C,R,O,1,3,1,1,2,1,1,severe flares,0
3240,E,S,I,1,2,1,2,2,1,1,severe flares,0
3241,C,S,O,2,3,1,1,2,1,1,severe flares,0
3242,E,S,O,1,3,1,1,2,1,1,severe flares,0
3243,H,H,X,1,3,1,1,1,1,1,severe flares,0
3244,B,X,O,1,3,1,1,2,1,1,severe flares,0
3245,H,S,X,1,2,1,1,1,1,1,severe flares,0
3246,B,X,O,1,3,1,1,2,1,1,severe flares,0
3247,C,R,O,1,2,1,1,2,1,1,severe flares,0
3248,D,R,O,1,2,1,1,2,1,1,severe flares,0
3249,E,S,O,1,2,1,2,2,1,1,severe flares,0
3250,C,S,O,2,2,1,1,2,1,1,severe flares,0
3251,E,S,O,1,3,1,1,2,1,1,severe flares,0
3252,C,H,O,1,3,1,1,2,1,1,severe flares,0
3253,B,X,O,1,1,1,1,2,1,1,severe flares,0
3254,H,S,X,1,2,1,1,1,1,1,severe flares,0
3255,B,X,O,1,3,1,1,2,1,1,severe flares,0
3256,E,R,C,2,3,1,1,2,1,1,severe flares,0
3257,D,R,I,1,3,1,1,2,1,1,severe flares,0
3258,H,S,X,1,1,1,2,2,1,1,severe flares,0
3259,C,S,O,1,2,1,1,2,1,1,severe flares,0
3260,E,S,O,1,2,1,1,2,1,1,severe flares,0
3261,C,K,O,1,2,1,1,2,1,1,severe flares,0
3262,H,S,X,2,2,1,1,1,1,1,severe flares,0
3263,B,X,O,1,2,1,1,2,1,1,severe flares,0
3264,E,K,C,1,3,1,2,2,1,1,severe flares,0
3265,E,A,I,1,3,1,2,2,1,1,severe flares,0
3266,C,R,O,1,3,1,1,2,1,1,severe flares,0
3267,H,R,X,1,1,1,2,2,1,1,severe flares,0
3268,H,S,X,1,2,1,1,2,1,1,severe flares,0
3269,E,S,O,1,2,1,1,2,1,1,severe flares,0
3270,C,S,O,1,3,1,1,2,1,1,severe flares,0
3271,H,S,X,1,2,1,1,1,1,1,severe flares,0
3272,E,K,C,1,3,1,2,2,2,1,severe flares,0
3273,E,R,O,1,3,1,2,2,2,1,severe flares,0
3274,H,S,X,1,3,1,1,1,1,1,severe flares,0
3275,H,S,X,1,1,1,1,2,1,1,severe flares,0
3276,D,S,O,2,2,1,1,2,1,1,severe flares,0
3277,C,S,O,2,1,1,1,2,1,1,severe flares,0
